student_id,course_type,institute_tier,region,cgpa,internship_months,employer_tier,iqi,behavioral_activity_score,field_demand_score,macro_climate_index,monthly_emi,placed_3m,placed_6m,placed_12m,actual_salary
STU-2026-00088,MBA,A,Hyderabad,6.9,1,Startup,0.052,61,74,0.51,15000,0,1,1,70000
STU-2026-00089,MBA,C,Pune,6.72,6,SME,0.225,10,60,0.6,25000,0,0,0,55000
STU-2026-00090,Nursing,D,Bengaluru,8.01,4,Startup,0.21,26,83,0.49,20000,0,0,1,40000
STU-2026-00091,Engineering,C,Hyderabad,4.0,0,None,0.0,20,79,0.58,15000,0,0,0,21000
STU-2026-00092,MBA,D,Mumbai,6.9,2,Startup,0.105,36,88,0.63,20000,0,0,1,41000
STU-2026-00093,MBA,A,Bengaluru,7.81,0,None,0.0,51,76,0.56,25000,0,1,1,132000
STU-2026-00094,Nursing,B,Chennai,8.37,4,Startup,0.21,53,88,0.56,20000,0,0,1,48000
STU-2026-00095,Nursing,D,Pune,4.56,0,None,0.0,31,70,0.77,25000,0,0,0,15000
STU-2026-00096,MBA,A,Hyderabad,8.86,1,Startup,0.052,16,74,0.68,20000,0,0,1,140000
STU-2026-00097,MBA,D,Hyderabad,7.21,5,SME,0.188,30,79,0.83,15000,0,0,1,51000
STU-2026-00098,MBA,B,Delhi NCR,7.04,1,Startup,0.052,43,82,0.51,20000,0,0,1,64000
STU-2026-00099,Nursing,D,Chennai,7.37,0,None,0.0,48,86,0.55,25000,0,0,1,22000
STU-2026-00100,Engineering,A,Pune,7.84,6,MNC,0.45,68,81,0.51,10000,1,1,1,141000
STU-2026-00101,Nursing,D,Bengaluru,7.3,2,MNC,0.15,87,58,0.48,20000,0,0,0,35000
STU-2026-00102,MBA,C,Bengaluru,7.59,0,None,0.0,39,74,0.49,20000,0,1,1,55000
STU-2026-00103,MBA,C,Pune,6.93,0,None,0.0,58,77,0.62,10000,0,0,1,53000
STU-2026-00104,MBA,A,Chennai,9.71,3,MNC,0.225,87,94,0.55,10000,0,1,1,150000
STU-2026-00105,Nursing,A,Mumbai,8.24,2,MNC,0.15,82,45,0.75,30000,0,1,1,68000
STU-2026-00106,Engineering,B,Bengaluru,6.49,1,SME,0.037,27,82,0.61,15000,0,0,1,40000
STU-2026-00107,MBA,C,Delhi NCR,6.4,0,None,0.0,82,66,0.45,30000,0,0,1,44000
STU-2026-00108,Nursing,A,Bengaluru,6.04,1,SME,0.037,59,67,0.67,10000,0,1,1,57000
STU-2026-00109,MBA,D,Pune,6.48,2,MNC,0.15,12,100,0.61,30000,0,0,1,42000
STU-2026-00110,Nursing,B,Mumbai,7.7,3,SME,0.113,57,61,0.55,30000,0,0,1,44000
STU-2026-00111,Engineering,A,Delhi NCR,7.63,6,Startup,0.315,62,66,0.75,10000,0,0,1,120000
STU-2026-00112,Nursing,C,Mumbai,8.3,4,MNC,0.3,0,65,0.56,25000,0,0,1,41000
STU-2026-00113,MBA,D,Chennai,5.47,0,None,0.0,84,84,0.73,15000,0,0,1,26000
STU-2026-00114,Nursing,C,Hyderabad,6.17,5,Startup,0.263,52,52,0.67,25000,0,0,1,32000
STU-2026-00115,MBA,C,Delhi NCR,7.65,1,Startup,0.052,51,65,0.72,25000,0,0,1,63000
STU-2026-00116,Engineering,D,Hyderabad,7.51,4,Startup,0.21,32,75,0.47,10000,0,0,1,40000
STU-2026-00117,MBA,C,Bengaluru,6.17,0,None,0.0,66,59,0.46,20000,0,0,0,48000
STU-2026-00118,MBA,C,Delhi NCR,5.26,6,Startup,0.315,84,39,0.77,30000,0,0,1,49000
STU-2026-00119,Engineering,B,Mumbai,6.96,4,Startup,0.21,68,69,0.71,30000,0,1,1,64000
STU-2026-00120,Engineering,D,Chennai,6.36,4,MNC,0.3,39,75,0.43,10000,0,0,0,42000
STU-2026-00121,MBA,B,Pune,7.67,3,SME,0.113,56,70,0.63,30000,0,0,1,70000
STU-2026-00122,MBA,D,Hyderabad,7.04,4,SME,0.15,16,76,0.43,30000,0,0,1,50000
STU-2026-00123,MBA,C,Chennai,7.11,0,None,0.0,65,95,0.7,20000,0,0,1,41000
STU-2026-00124,MBA,B,Mumbai,6.88,3,MNC,0.225,61,78,0.53,30000,0,1,1,69000
STU-2026-00125,Nursing,B,Bengaluru,6.89,4,Startup,0.21,32,56,0.46,30000,0,0,1,54000
STU-2026-00126,Nursing,C,Mumbai,5.66,3,MNC,0.225,100,77,0.62,20000,0,0,1,33000
STU-2026-00127,Engineering,C,Mumbai,6.11,2,Startup,0.105,43,100,0.59,10000,0,0,1,35000
STU-2026-00128,Engineering,C,Chennai,6.76,6,Startup,0.315,84,61,0.78,10000,0,1,1,47000
STU-2026-00129,Engineering,C,Pune,7.56,0,None,0.0,64,79,0.44,20000,0,0,1,42000
STU-2026-00130,Engineering,A,Delhi NCR,8.14,4,MNC,0.3,72,73,0.47,10000,0,1,1,119000
STU-2026-00131,MBA,D,Mumbai,7.47,6,MNC,0.45,67,83,0.65,15000,0,0,1,46000
STU-2026-00132,Engineering,C,Mumbai,7.32,1,SME,0.037,45,74,0.47,25000,0,0,0,50000
STU-2026-00133,Nursing,B,Hyderabad,7.46,4,Startup,0.21,74,70,0.6,30000,0,1,1,46000
STU-2026-00134,MBA,C,Hyderabad,6.92,5,SME,0.188,28,63,0.57,10000,0,0,1,54000
STU-2026-00135,Engineering,B,Delhi NCR,8.76,2,MNC,0.15,42,67,0.56,15000,0,1,1,77000
STU-2026-00136,Nursing,A,Bengaluru,9.03,0,None,0.0,30,74,0.69,25000,0,1,1,81000
STU-2026-00137,Nursing,D,Delhi NCR,6.18,0,None,0.0,75,100,0.56,20000,0,0,1,26000
STU-2026-00138,Nursing,C,Chennai,8.7,1,SME,0.037,27,64,0.57,15000,0,0,0,33000
STU-2026-00139,MBA,B,Pune,6.5,0,None,0.0,45,69,0.62,15000,0,1,1,51000
STU-2026-00140,Nursing,B,Delhi NCR,8.48,1,MNC,0.075,56,69,0.67,15000,0,0,1,54000
STU-2026-00141,MBA,C,Pune,7.0,0,None,0.0,52,74,0.85,20000,0,0,1,46000
STU-2026-00142,Nursing,D,Delhi NCR,6.05,4,Startup,0.21,26,60,0.72,10000,0,0,1,23000
STU-2026-00143,Nursing,A,Pune,7.53,5,Startup,0.263,69,62,0.66,10000,0,1,1,57000
STU-2026-00144,Engineering,B,Chennai,9.05,5,SME,0.188,96,61,0.56,10000,0,1,1,84000
STU-2026-00145,Nursing,C,Hyderabad,7.59,0,None,0.0,90,67,0.52,15000,0,0,1,29000
STU-2026-00146,MBA,D,Delhi NCR,6.76,0,None,0.0,85,62,0.62,30000,0,0,1,46000
STU-2026-00147,MBA,D,Mumbai,9.83,0,None,0.0,27,63,0.7,25000,0,0,1,72000
STU-2026-00148,MBA,C,Chennai,7.5,0,None,0.0,31,79,0.71,15000,0,0,1,58000
STU-2026-00149,MBA,D,Chennai,8.08,0,None,0.0,69,91,0.66,25000,0,0,1,47000
STU-2026-00150,Nursing,A,Pune,9.17,0,None,0.0,44,76,0.56,20000,0,1,1,84000
STU-2026-00151,MBA,A,Pune,8.35,1,SME,0.037,61,50,0.67,30000,0,1,1,148000
STU-2026-00152,MBA,D,Mumbai,6.43,0,None,0.0,45,74,0.76,20000,0,0,0,38000
STU-2026-00153,Nursing,D,Chennai,7.53,0,None,0.0,45,63,0.62,10000,0,0,1,22000
STU-2026-00154,Engineering,C,Hyderabad,6.96,0,None,0.0,22,88,0.45,20000,0,0,0,42000
STU-2026-00155,MBA,D,Mumbai,8.68,0,None,0.0,38,62,0.79,30000,0,0,0,33000
STU-2026-00156,Engineering,B,Delhi NCR,7.94,5,Startup,0.263,50,55,0.67,10000,0,1,1,68000
STU-2026-00157,Engineering,A,Pune,7.18,6,MNC,0.45,77,80,0.59,25000,1,1,1,90000
STU-2026-00158,Nursing,C,Hyderabad,4.97,4,Startup,0.21,23,69,0.62,25000,0,0,0,27000
STU-2026-00159,Engineering,D,Hyderabad,5.3,0,None,0.0,76,69,0.71,15000,0,0,1,26000
STU-2026-00160,Nursing,B,Mumbai,8.07,4,Startup,0.21,69,80,0.73,30000,0,1,1,60000
STU-2026-00161,MBA,A,Delhi NCR,8.13,5,SME,0.188,89,60,0.78,25000,0,1,1,97000
STU-2026-00162,Engineering,D,Hyderabad,6.95,0,None,0.0,23,83,0.53,20000,0,0,0,23000
STU-2026-00163,Nursing,D,Pune,6.26,2,SME,0.075,0,46,0.68,15000,0,0,0,25000
STU-2026-00164,Nursing,D,Bengaluru,5.64,4,MNC,0.3,39,70,0.48,20000,0,0,1,28000
STU-2026-00165,Nursing,D,Chennai,6.53,4,Startup,0.21,41,73,0.4,15000,0,0,0,24000
STU-2026-00166,MBA,A,Bengaluru,7.4,5,Startup,0.263,54,97,0.66,10000,0,1,1,130000
STU-2026-00167,MBA,A,Hyderabad,9.32,1,SME,0.037,78,71,0.54,15000,0,1,1,132000
STU-2026-00168,MBA,B,Mumbai,8.4,3,Startup,0.157,73,86,0.55,30000,0,1,1,93000
STU-2026-00169,Nursing,D,Chennai,9.29,0,None,0.0,23,96,0.62,20000,0,0,1,30000
STU-2026-00170,Nursing,D,Delhi NCR,6.42,4,SME,0.15,51,78,0.54,10000,0,0,1,33000
STU-2026-00171,Nursing,A,Bengaluru,9.58,3,MNC,0.225,69,71,0.61,10000,1,1,1,77000
STU-2026-00172,MBA,A,Chennai,7.99,1,Startup,0.052,27,76,0.66,15000,0,0,1,134000
STU-2026-00173,Nursing,C,Mumbai,5.33,0,None,0.0,3,73,0.7,10000,0,0,1,21000
STU-2026-00174,MBA,C,Delhi NCR,8.09,0,None,0.0,39,67,0.69,15000,0,0,1,44000
STU-2026-00175,Nursing,D,Hyderabad,8.57,2,MNC,0.15,75,61,0.64,15000,0,0,1,35000
STU-2026-00176,Engineering,D,Hyderabad,6.14,4,SME,0.15,23,70,0.72,15000,0,0,1,30000
STU-2026-00177,Engineering,D,Chennai,7.73,0,None,0.0,0,87,0.43,20000,0,0,0,29000
STU-2026-00178,Nursing,A,Pune,7.16,6,SME,0.225,83,63,0.63,15000,0,1,1,73000
STU-2026-00179,Engineering,D,Delhi NCR,6.89,3,SME,0.113,8,85,0.55,25000,0,0,0,33000
STU-2026-00180,Nursing,C,Pune,8.6,2,Startup,0.105,61,65,0.57,25000,0,0,1,53000
STU-2026-00181,Engineering,B,Pune,7.88,5,Startup,0.263,69,85,0.62,20000,0,1,1,72000
STU-2026-00182,Engineering,D,Delhi NCR,6.71,0,None,0.0,39,81,0.61,10000,0,0,1,30000
STU-2026-00183,Nursing,D,Delhi NCR,6.89,2,SME,0.075,0,84,0.63,20000,0,0,1,14000
STU-2026-00184,Engineering,B,Hyderabad,9.59,6,SME,0.225,57,87,0.5,15000,0,1,1,73000
STU-2026-00185,Nursing,A,Chennai,7.7,3,Startup,0.157,98,67,0.62,10000,0,1,1,74000
STU-2026-00186,Nursing,C,Chennai,6.98,0,None,0.0,49,100,0.59,20000,0,0,1,35000
STU-2026-00187,MBA,D,Bengaluru,8.13,0,None,0.0,70,80,0.49,30000,0,0,1,38000
STU-2026-00188,MBA,C,Bengaluru,7.16,0,None,0.0,21,69,0.63,25000,0,0,1,54000
STU-2026-00189,MBA,C,Mumbai,8.74,0,None,0.0,51,66,0.7,10000,0,1,1,51000
STU-2026-00190,Engineering,B,Chennai,8.1,4,SME,0.15,74,66,0.74,20000,0,1,1,71000
STU-2026-00191,Engineering,D,Mumbai,6.59,0,None,0.0,40,54,0.46,10000,0,0,1,26000
STU-2026-00192,MBA,C,Chennai,5.61,3,SME,0.113,0,60,0.47,25000,0,0,1,51000
STU-2026-00193,Nursing,C,Mumbai,5.97,4,MNC,0.3,96,85,0.57,30000,0,0,1,45000
STU-2026-00194,Nursing,C,Hyderabad,5.13,0,None,0.0,0,85,0.84,10000,0,0,1,24000
STU-2026-00195,Nursing,D,Chennai,7.51,0,None,0.0,61,81,0.63,25000,0,0,1,26000
STU-2026-00196,Engineering,B,Mumbai,6.75,3,Startup,0.157,54,45,0.59,10000,0,0,1,48000
STU-2026-00197,Engineering,B,Hyderabad,7.68,0,None,0.0,88,84,0.44,25000,0,0,1,65000
STU-2026-00198,MBA,D,Hyderabad,5.62,2,Startup,0.105,34,78,0.5,10000,0,0,0,28000
STU-2026-00199,MBA,D,Delhi NCR,6.08,0,None,0.0,48,46,0.64,20000,0,0,0,38000
STU-2026-00200,Engineering,D,Pune,7.07,3,MNC,0.225,74,72,0.56,20000,0,0,1,43000
STU-2026-00201,Nursing,C,Mumbai,6.86,0,None,0.0,41,59,0.53,15000,0,0,0,37000
STU-2026-00202,Engineering,D,Mumbai,5.31,6,SME,0.225,23,59,0.69,30000,0,0,0,35000
STU-2026-00203,Engineering,A,Delhi NCR,7.66,2,SME,0.075,66,57,0.81,15000,0,0,1,89000
STU-2026-00204,Engineering,B,Hyderabad,8.13,2,Startup,0.105,68,67,0.59,15000,0,1,1,65000
STU-2026-00205,Nursing,A,Delhi NCR,8.97,2,MNC,0.15,100,62,0.46,30000,0,1,1,110000
STU-2026-00206,MBA,B,Mumbai,6.7,1,MNC,0.075,93,95,0.54,10000,0,1,1,83000
STU-2026-00207,MBA,B,Hyderabad,7.12,2,Startup,0.105,56,61,0.5,10000,0,0,1,60000
STU-2026-00208,Engineering,D,Hyderabad,6.84,0,None,0.0,21,74,0.44,10000,0,0,0,35000
STU-2026-00209,MBA,D,Delhi NCR,4.41,1,Startup,0.052,49,88,0.48,30000,0,0,1,28000
STU-2026-00210,Engineering,A,Chennai,7.64,6,SME,0.225,59,78,0.61,20000,0,1,1,83000
STU-2026-00211,MBA,A,Mumbai,8.34,4,Startup,0.21,32,68,0.51,10000,0,1,1,154000
STU-2026-00212,MBA,D,Mumbai,8.11,3,SME,0.113,55,54,0.57,15000,0,0,1,53000
STU-2026-00213,Engineering,B,Delhi NCR,9.82,5,SME,0.188,68,73,0.57,20000,0,1,1,85000
STU-2026-00214,MBA,C,Pune,7.65,4,MNC,0.3,64,58,0.47,10000,0,0,1,76000
STU-2026-00215,Nursing,B,Pune,6.4,2,Startup,0.105,17,76,0.85,20000,0,0,1,44000
STU-2026-00216,MBA,D,Pune,6.9,3,Startup,0.157,38,84,0.57,20000,0,0,1,48000
STU-2026-00217,Nursing,C,Delhi NCR,6.0,6,Startup,0.315,65,67,0.52,10000,0,0,1,29000
STU-2026-00218,Engineering,A,Mumbai,8.22,6,SME,0.225,60,86,0.65,20000,0,1,1,116000
STU-2026-00219,Engineering,A,Hyderabad,9.31,5,Startup,0.263,71,70,0.47,10000,0,1,1,115000
STU-2026-00220,MBA,C,Chennai,6.07,4,SME,0.15,35,71,0.65,10000,0,0,1,53000
STU-2026-00221,MBA,C,Delhi NCR,6.88,0,None,0.0,0,56,0.59,30000,0,0,0,54000
STU-2026-00222,Engineering,B,Chennai,9.03,1,Startup,0.052,84,67,0.75,30000,0,1,1,67000
STU-2026-00223,MBA,A,Delhi NCR,7.71,4,SME,0.15,54,64,0.62,30000,0,1,1,114000
STU-2026-00224,Nursing,A,Hyderabad,8.55,6,Startup,0.315,84,84,0.45,10000,0,1,1,99000
STU-2026-00225,Engineering,C,Chennai,5.16,3,Startup,0.157,34,52,0.42,10000,0,0,0,38000
STU-2026-00226,Engineering,B,Hyderabad,6.92,1,MNC,0.075,8,62,0.64,10000,0,0,0,57000
STU-2026-00227,Engineering,B,Pune,7.48,3,MNC,0.225,72,72,0.5,20000,0,1,1,66000
STU-2026-00228,MBA,C,Hyderabad,6.77,1,MNC,0.075,17,63,0.51,15000,0,0,0,65000
STU-2026-00229,Nursing,A,Chennai,7.1,0,None,0.0,28,92,0.58,25000,0,0,1,63000
STU-2026-00230,Nursing,D,Pune,6.07,4,Startup,0.21,86,80,0.55,15000,0,1,1,23000
STU-2026-00231,Nursing,A,Delhi NCR,8.79,3,SME,0.113,66,90,0.76,30000,0,1,1,67000
STU-2026-00232,MBA,C,Mumbai,7.35,0,None,0.0,23,100,0.61,30000,0,0,1,54000
STU-2026-00233,Engineering,A,Bengaluru,7.12,2,MNC,0.15,41,88,0.53,20000,0,0,1,91000
STU-2026-00234,MBA,C,Mumbai,8.22,0,None,0.0,58,85,0.52,25000,0,0,1,72000
STU-2026-00235,Engineering,B,Pune,7.18,2,SME,0.075,55,90,0.66,30000,0,1,1,76000
STU-2026-00236,Nursing,C,Mumbai,6.03,0,None,0.0,63,71,0.63,10000,0,0,1,28000
STU-2026-00237,MBA,A,Pune,8.63,3,SME,0.113,81,65,0.52,25000,0,1,1,87000
STU-2026-00238,Nursing,D,Chennai,9.27,3,MNC,0.225,12,67,0.57,25000,0,0,1,44000
STU-2026-00239,Engineering,C,Bengaluru,7.83,5,Startup,0.263,25,67,0.63,20000,0,0,1,70000
STU-2026-00240,Engineering,D,Mumbai,7.39,0,None,0.0,58,80,0.72,30000,0,0,1,27000
STU-2026-00241,MBA,A,Pune,8.52,6,Startup,0.315,47,62,0.66,15000,1,1,1,145000
STU-2026-00242,MBA,B,Mumbai,7.81,1,SME,0.037,94,74,0.86,30000,0,1,1,55000
STU-2026-00243,Engineering,C,Delhi NCR,7.7,6,MNC,0.45,50,89,0.67,15000,0,1,1,52000
STU-2026-00244,Engineering,B,Delhi NCR,7.29,0,None,0.0,43,61,0.66,30000,0,1,1,57000
STU-2026-00245,Engineering,A,Bengaluru,7.24,6,Startup,0.315,69,88,0.54,25000,0,1,1,98000
STU-2026-00246,Nursing,D,Chennai,5.86,5,SME,0.188,56,68,0.64,30000,0,0,0,22000
STU-2026-00247,MBA,C,Bengaluru,7.67,0,None,0.0,31,96,0.56,25000,0,0,1,62000
STU-2026-00248,MBA,C,Delhi NCR,5.1,3,SME,0.113,0,47,0.73,10000,0,0,0,56000
STU-2026-00249,MBA,D,Pune,6.12,0,None,0.0,45,93,0.8,20000,0,0,1,41000
STU-2026-00250,MBA,A,Chennai,9.02,1,SME,0.037,72,82,0.54,30000,0,1,1,120000
